k_index,kx_crystal,ky_crystal,kz_crystal,distance_inv_angstrom,band_rank,QE_eV,Wannier_eV,QE_minus_EF_eV,Wannier_minus_EF_eV,error_eV
9,0.1,0.0,0.1,0.31764801,4,19.36337334260477,21.888,10.95117334260477,13.475800000000001,2.524626657395231
10,0.1125,0.0,0.1125,0.35735401,1,-2.6830210133844923,-2.6769245,-11.095221013384492,-11.0891245,0.00609651338449213
10,0.1125,0.0,0.1125,0.35735401,2,18.820613474659773,18.845057,10.408413474659772,10.432857,0.02444352534022798
10,0.1125,0.0,0.1125,0.35735401,3,18.820613474659798,18.949276,10.408413474659797,10.537076,0.12866252534020362
10,0.1125,0.0,0.1125,0.35735401,4,19.033552061305297,21.751688,10.621352061305297,13.339488000000001,2.7181359386947044
11,0.125,0.0,0.125,0.39706001,1,-2.5700263060339092,-2.5700263,-10.98222630603391,-10.9822263,6.033909372149537e-09
11,0.125,0.0,0.125,0.39706001,2,18.52717026702517,18.527548,10.11497026702517,10.115348,0.0003777329748295699
11,0.125,0.0,0.125,0.39706001,3,18.527170267025216,18.531296,10.114970267025216,10.119096,0.0041257329747850235
11,0.125,0.0,0.125,0.39706001,4,18.70731341626228,21.561188,10.29511341626228,13.148988000000001,2.8538745837377206
12,0.1375,0.0,0.1375,0.43676601,1,-2.4452265117370358,-2.4503724,-10.857426511737035,-10.862572400000001,-0.005145888262964249
12,0.1375,0.0,0.1375,0.43676601,2,18.24253646227607,18.151484,9.83033646227607,9.739284,-0.09105246227607111
12,0.1375,0.0,0.1375,0.43676601,3,18.242536462276128,18.23428,9.830336462276128,9.822079999999998,-0.008256462276129639
12,0.1375,0.0,0.1375,0.43676601,4,18.386638109132036,21.307636,9.974438109132036,12.895435999999998,2.9209978908679624
13,0.15,0.0,0.15,0.47647201,1,-2.3087237646566248,-2.317199,-10.720923764656625,-10.729399,-0.008475235343375243
13,0.15,0.0,0.15,0.47647201,2,17.966997088223188,17.813432,9.554797088223188,9.401231999999998,-0.15356508822318915
13,0.15,0.0,0.15,0.47647201,3,17.96699708822324,17.962696,9.554797088223241,9.550496,-0.004301088223240157
13,0.15,0.0,0.15,0.47647201,4,18.072914108678177,20.987329,9.660714108678176,12.575128999999999,2.9144148913218224
14,0.1625,0.0,0.1625,0.51617802,1,-2.160567726103402,-2.1702394,-10.572767726103402,-10.5824394,-0.009671673896597621
14,0.1625,0.0,0.1625,0.51617802,2,17.700774270826273,17.516431,9.288574270826272,9.104231,-0.18434327082627178
14,0.1625,0.0,0.1625,0.51617802,3,17.7007742708263,17.708329,9.2885742708263,9.296128999999999,0.007554729173698149
14,0.1625,0.0,0.1625,0.51617802,4,17.767169619976674,20.603139,9.354969619976673,12.190938999999998,2.835969380023325
15,0.175,0.0,0.175,0.55588402,1,-2.0008122394885133,-2.0097735,-10.413012239488513,-10.4219735,-0.008961260511486824
15,0.175,0.0,0.175,0.55588402,2,17.444024596174867,17.256447,9.031824596174866,8.844247000000001,-0.18757759617486514
15,0.175,0.0,0.175,0.55588402,3,17.444024596174877,17.465986,9.031824596174877,9.053786,0.021961403825123682
15,0.175,0.0,0.175,0.55588402,4,17.470172688720588,20.164504,9.057972688720588,11.752304,2.694331311279413
16,0.1875,0.0,0.1875,0.59559002,1,-1.8294956908497475,-1.8365159,-10.241695690849747,-10.2487159,-0.007020209150252477
16,0.1875,0.0,0.1875,0.59559002,2,17.182506913413317,17.027197,8.770306913413316,8.614997,-0.15530991341331557
16,0.1875,0.0,0.1875,0.59559002,3,17.19685914650396,17.230919,8.78465914650396,8.818719,0.03405985349603924
